Time, Used_Memory
19:58:32,67
19:58:33,67
19:58:34,67
19:58:35,67
19:58:38,67
19:58:38,68
19:58:38,68
19:58:38,66
19:58:38,68
19:58:38,68
19:58:39,68
19:58:39,68
19:58:39,67
19:58:39,67
19:58:39,67
19:58:39,67
19:58:39,67
19:58:39,66
19:58:39,67
19:58:39,67
19:58:39,67
19:58:39,67
19:58:39,68
19:58:39,68
19:58:40,66
19:58:40,67
19:58:40,67
19:58:40,67
19:58:40,67
19:58:40,68
19:58:41,67
19:58:42,68
19:58:44,68
19:58:44,67
19:58:44,67
19:58:44,67
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:45,68
19:58:46,68
19:58:46,69
19:58:47,69
19:58:47,68
19:58:47,68
19:58:48,68
19:58:48,68
19:58:48,68
19:58:48,67
19:58:49,68
19:58:49,67
19:58:49,67
19:58:50,68
19:58:50,67
19:58:51,67
19:58:51,68
19:58:51,67
19:58:51,68
19:58:51,68
19:58:52,68
19:58:52,67
19:58:52,67
19:58:52,68
19:58:53,68
19:58:53,69
19:58:53,68
19:58:54,67
19:58:54,67
19:58:55,68
19:58:57,67
19:58:57,67
19:58:57,68
19:58:57,68
19:58:57,67
19:58:58,69
19:58:58,68
19:58:59,67
19:58:59,68
19:58:59,68
19:58:59,67
19:58:59,69
19:59:00,68
19:59:00,67
19:59:00,68
19:59:00,68
19:59:00,68
19:59:01,68
19:59:01,68
19:59:01,67
19:59:01,67
19:59:01,68
19:59:02,68
19:59:02,67
19:59:02,67
19:59:02,68
19:59:02,68
19:59:03,68
19:59:03,67
19:59:03,68
19:59:03,69
19:59:04,68
19:59:04,69
19:59:04,67
19:59:04,68
19:59:04,68
19:59:05,68
19:59:06,68
19:59:06,68
19:59:06,69
19:59:06,68
19:59:07,67
19:59:07,68
19:59:07,67
19:59:07,68
19:59:08,68
19:59:08,67
19:59:08,68
19:59:09,68
19:59:09,69
19:59:09,69
19:59:10,69
19:59:11,68
19:59:11,68
19:59:12,67
19:59:12,68
19:59:13,69
19:59:13,70
19:59:13,69
19:59:13,68
19:59:14,69
19:59:14,68
19:59:15,70
19:59:15,70
19:59:15,68
19:59:15,67
19:59:16,69
19:59:16,69
19:59:16,69
19:59:17,71
19:59:17,68
19:59:17,68
19:59:17,68
19:59:18,69
19:59:18,69
19:59:18,69
19:59:19,67
19:59:20,69
19:59:20,68
19:59:20,68
19:59:20,68
19:59:20,68
19:59:21,67
19:59:22,67
19:59:22,67
19:59:22,69
19:59:23,68
19:59:23,67
19:59:24,68
19:59:25,67
19:59:25,68
19:59:27,67
19:59:27,69
19:59:27,68
19:59:27,68
19:59:27,68
19:59:28,68
19:59:28,68
19:59:28,68
19:59:28,68
19:59:28,68
19:59:28,68
19:59:28,69
19:59:28,69
19:59:28,69
19:59:28,69
19:59:28,69
19:59:28,69
19:59:28,69
19:59:28,69
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:29,68
19:59:30,69
19:59:30,68
19:59:30,68
19:59:30,68
19:59:30,68
19:59:30,69
19:59:30,68
19:59:30,69
19:59:30,69
19:59:30,69
19:59:31,69
19:59:31,69
19:59:31,69
19:59:31,69
19:59:31,69
19:59:31,68
19:59:31,69
19:59:31,69
19:59:31,69
19:59:31,69
19:59:32,69
19:59:32,69
19:59:32,69
19:59:32,69
19:59:32,69
19:59:32,69
19:59:32,68
19:59:32,68
19:59:32,69
19:59:32,69
19:59:33,69
